"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","HRV","Croatia","2011","2011",6425,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","JOR","Jordan","2010","2010",48.90195,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","JOR","Jordan","2011","2011",43.24807,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","JOR","Jordan","2012","2012",43.7422,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","JOR","Jordan","2018","2018",38.22836,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","HTI","Haiti","2016","2016",437004,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2010","2010",44746,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2012","2012",45293,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2013","2013",46228,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2014","2014",45777,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2015","2015",47347,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2016","2016",55334,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2018","2018",73725,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BLR","Belarus","2018","2018",61.42054,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CHL","Chile","2011","2011",443772,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CHL","Chile","2013","2013",516884,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CHL","Chile","2015","2015",445205,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CHL","Chile","2017","2017",530956,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","COD","Democratic Republic of the Congo","2012","2012",915929,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","COD","Democratic Republic of the Congo","2016","2016",1006652,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MRT","Mauritania","2017","2017",31538,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2010","2010",77.72754,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2011","2011",78.47269,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2012","2012",79.09503,"+","National Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2013","2013",79.7732,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2014","2014",80.13346,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2015","2015",80.65775,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2016","2016",81.27723,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Turkey","2017","2017",81.26602,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MOZ","Mozambique","2015","2015",4447610,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MOZ","Mozambique","2017","2017",4138942,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CHN","China","2010","2010",817687,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CHN","China","2018","2018",375315,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SDN","Sudan","2018","2018",5523779,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","STP","Sao Tome and Principe","2012","2012",1158,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","STP","Sao Tome and Principe","2018","2018",898,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","TKM","Turkmenistan","2014","2014",4634,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COG","Congo","2011","2011",67.21156,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COG","Congo","2018","2018",64.96481,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IRQ","Iraq","2012","2012",4261138,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IRQ","Iraq","2013","2013",5463793,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IRQ","Iraq","2014","2014",3664935,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IRQ","Iraq","2016","2016",3699659,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","IRQ","Iraq","2017","2017",3320508,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SEN","Senegal","2011","2011",210976,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SEN","Senegal","2013","2013",224875,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SEN","Senegal","2017","2017",253513,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MMR","Myanmar","2016","2016",754929,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","NGA","Nigeria","2018","2018",1527799,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","UKR","Ukraine","2012","2012",3451,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZAF","South Africa","2010","2010",788460,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZAF","South Africa","2011","2011",796138,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZAF","South Africa","2012","2012",778512,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZAF","South Africa","2014","2014",774875,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZAF","South Africa","2015","2015",766412,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZAF","South Africa","2017","2017",1348713,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","TTO","Trinidad and Tobago","2010","2010",5565,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","NPL","Nepal","2011","2011",1105601,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","NPL","Nepal","2018","2018",1228986,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","IDN","Indonesia","2011","2011",1143663,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","IDN","Indonesia","2014","2014",1384345,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","IDN","Indonesia","2015","2015",1126250,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","IDN","Indonesia","2016","2016",1164316,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","IDN","Indonesia","2018","2018",1092336,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","VEN","Venezuela (Bolivarian Republic of)","2011","2011",60.65676,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","VEN","Venezuela (Bolivarian Republic of)","2015","2015",64.37992,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","VEN","Venezuela (Bolivarian Republic of)","2016","2016",61.88543,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MYS","Malaysia","2010","2010",171046,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MYS","Malaysia","2016","2016",146900,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MYS","Malaysia","2017","2017",135138,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MYS","Malaysia","2018","2018",146825,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KWT","Kuwait","2010","2010",61262,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KWT","Kuwait","2012","2012",64687,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KWT","Kuwait","2013","2013",60219,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KWT","Kuwait","2015","2015",66182,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KWT","Kuwait","2017","2017",65054,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KWT","Kuwait","2018","2018",67541,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","THA","Thailand","2010","2010",327309,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","THA","Thailand","2013","2013",161723,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","THA","Thailand","2015","2015",178931,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","THA","Thailand","2018","2018",176350,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2010","2010",1964,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2011","2011",2241,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2012","2012",1794,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2013","2013",1763,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2014","2014",1555,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2015","2015",1963,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2016","2016",1415,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2017","2017",1719,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","URY","Uruguay","2018","2018",2083,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2010","2010",169024,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2011","2011",159726,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2012","2012",145515,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2013","2013",148695,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2014","2014",176696,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2015","2015",132572,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2016","2016",145215,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARG","Argentina","2018","2018",162623,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2010","2010",402837,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2011","2011",409584,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2012","2012",418799,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2013","2013",424895,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2014","2014",385790,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2015","2015",370311,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2016","2016",347902,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","HND","Honduras","2018","2018",421442,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","UGA","Uganda","2010","2010",416114,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","UGA","Uganda","2012","2012",430938,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","UGA","Uganda","2018","2018",480705,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COL","Colombia","2010","2010",61170,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COL","Colombia","2011","2011",52995,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COL","Colombia","2014","2014",43121,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COL","Colombia","2015","2015",45647,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COL","Colombia","2016","2016",41314,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COL","Colombia","2018","2018",39819,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","GLP","Guadeloupe","2014","2014",34.62793,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ABW","Aruba","2010","2010",67,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ABW","Aruba","2018","2018",30,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","IRN","Iran (Islamic Republic of)","2012","2012",2704266,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","IRN","Iran (Islamic Republic of)","2013","2013",2724723,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","IRN","Iran (Islamic Republic of)","2014","2014",2819967,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","IRN","Iran (Islamic Republic of)","2016","2016",2910271,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","OMN","Oman","2010","2010",9661,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","OMN","Oman","2014","2014",3504,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","OMN","Oman","2015","2015",2064,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","OMN","Oman","2016","2016",5796,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","OMN","Oman","2017","2017",6101,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","OMN","Oman","2018","2018",6242,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2013","2013",4446,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2014","2014",4657,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2016","2016",4836,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2017","2017",4958,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","SWZ","Eswatini","2010","2010",6611,"‡","UIS Estimation"
